timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname
1592058158648,621,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158679,632,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,511,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158718,648,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,13245,16,16,648,1,0,MacBook-Pro-de-Jose.local
1592058158785,616,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,1197,16,16,616,1,0,MacBook-Pro-de-Jose.local
1592058158845,611,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,1197,16,16,611,1,0,MacBook-Pro-de-Jose.local
1592058158868,637,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158900,644,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,511,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058158910,694,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,13220,16,16,693,1,0,MacBook-Pro-de-Jose.local
1592058158912,757,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,13220,16,16,757,1,0,MacBook-Pro-de-Jose.local
1592058158950,748,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,1185,16,16,747,1,0,MacBook-Pro-de-Jose.local
1592058159005,719,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,1185,16,16,719,1,0,MacBook-Pro-de-Jose.local
1592058159048,704,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,511,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058159088,703,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,928,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058159119,735,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,511,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058159166,732,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,511,16,16,0,1,0,MacBook-Pro-de-Jose.local
1592058159212,721,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,511,18,18,0,1,0,MacBook-Pro-de-Jose.local
1592058159269,699,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,511,18,18,0,1,0,MacBook-Pro-de-Jose.local
1592058159317,737,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,13297,18,18,737,1,0,MacBook-Pro-de-Jose.local
1592058159367,721,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1197,18,18,721,1,0,MacBook-Pro-de-Jose.local
1592058159402,720,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,1185,18,18,720,1,0,MacBook-Pro-de-Jose.local
1592058159456,689,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,1185,18,18,689,1,0,MacBook-Pro-de-Jose.local
1592058159505,666,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,511,18,18,0,1,0,MacBook-Pro-de-Jose.local
1592058159544,680,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,13285,18,18,680,1,0,MacBook-Pro-de-Jose.local
1592058159604,663,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,1197,18,18,663,1,0,MacBook-Pro-de-Jose.local
1592058159670,643,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,1197,18,18,643,1,0,MacBook-Pro-de-Jose.local
1592058159698,658,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,928,18,18,0,1,0,MacBook-Pro-de-Jose.local
1592058159724,679,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,928,18,18,0,1,0,MacBook-Pro-de-Jose.local
1592058159752,725,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,13259,18,18,725,1,0,MacBook-Pro-de-Jose.local
1592058159792,713,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,511,18,18,0,1,0,MacBook-Pro-de-Jose.local
1592058159854,705,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,13272,18,18,705,1,0,MacBook-Pro-de-Jose.local
1592058159898,713,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,13272,18,18,713,1,0,MacBook-Pro-de-Jose.local
1592058159913,759,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,13272,18,18,759,1,0,MacBook-Pro-de-Jose.local
1592058159913,812,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,13272,18,18,812,1,0,MacBook-Pro-de-Jose.local
1592058159934,844,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,13272,18,18,843,1,0,MacBook-Pro-de-Jose.local
1592058159969,869,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,13272,18,18,869,1,0,MacBook-Pro-de-Jose.local
1592058160054,817,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1197,18,18,817,1,0,MacBook-Pro-de-Jose.local
1592058160089,825,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1185,20,19,825,1,0,MacBook-Pro-de-Jose.local
1592058160122,840,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058160145,910,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058160171,980,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,13271,20,20,980,1,0,MacBook-Pro-de-Jose.local
1592058160225,959,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1197,20,20,959,1,0,MacBook-Pro-de-Jose.local
1592058160268,950,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,1185,20,20,950,1,0,MacBook-Pro-de-Jose.local
1592058160320,924,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,1185,20,20,924,1,0,MacBook-Pro-de-Jose.local
1592058160356,915,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058160403,894,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058160477,854,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1197,20,20,854,1,0,MacBook-Pro-de-Jose.local
1592058160505,904,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,13247,20,20,904,1,0,MacBook-Pro-de-Jose.local
1592058160558,884,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,1197,20,20,884,1,0,MacBook-Pro-de-Jose.local
1592058160610,876,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,1197,20,20,876,1,0,MacBook-Pro-de-Jose.local
1592058160671,861,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,1197,20,20,861,1,0,MacBook-Pro-de-Jose.local
1592058160725,863,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,1197,20,20,863,1,0,MacBook-Pro-de-Jose.local
1592058160777,859,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1197,20,20,859,1,0,MacBook-Pro-de-Jose.local
1592058160838,843,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1197,20,20,843,1,0,MacBook-Pro-de-Jose.local
1592058160870,847,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1185,20,20,847,1,0,MacBook-Pro-de-Jose.local
1592058160914,834,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058160914,912,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,true,,13106,20,20,912,1,0,MacBook-Pro-de-Jose.local
1592058160914,967,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,true,,13106,20,20,967,1,0,MacBook-Pro-de-Jose.local
1592058160961,949,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058161054,887,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058161151,835,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1197,20,20,835,1,0,MacBook-Pro-de-Jose.local
1592058161183,841,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1185,20,20,841,1,0,MacBook-Pro-de-Jose.local
1592058161218,849,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058161243,870,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058161271,906,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,13134,20,20,906,1,0,MacBook-Pro-de-Jose.local
1592058161297,953,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,13134,20,20,953,1,0,MacBook-Pro-de-Jose.local
1592058161332,943,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1185,20,20,943,1,0,MacBook-Pro-de-Jose.local
1592058161409,899,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1197,20,20,899,1,0,MacBook-Pro-de-Jose.local
1592058161442,908,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,1185,20,20,908,1,0,MacBook-Pro-de-Jose.local
1592058161487,900,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,1185,20,20,900,1,0,MacBook-Pro-de-Jose.local
1592058161532,889,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,1185,20,20,889,1,0,MacBook-Pro-de-Jose.local
1592058161589,870,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,1185,20,20,870,1,0,MacBook-Pro-de-Jose.local
1592058161637,860,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1185,20,20,860,1,0,MacBook-Pro-de-Jose.local
1592058161682,867,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1185,20,20,867,1,0,MacBook-Pro-de-Jose.local
1592058161717,866,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058161749,873,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058161827,826,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-19,true,,1197,20,20,826,1,0,MacBook-Pro-de-Jose.local
1592058161881,813,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-20,true,,1197,20,20,813,1,0,MacBook-Pro-de-Jose.local
1592058161911,848,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,13094,20,20,848,1,0,MacBook-Pro-de-Jose.local
1592058161942,884,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,13094,20,20,884,1,0,MacBook-Pro-de-Jose.local
1592058161986,864,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1185,20,20,864,1,0,MacBook-Pro-de-Jose.local
1592058162025,858,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162068,858,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162113,835,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162181,798,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,1197,20,20,798,1,0,MacBook-Pro-de-Jose.local
1592058162250,775,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,1197,20,20,775,1,0,MacBook-Pro-de-Jose.local
1592058162275,806,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162308,813,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,1185,20,20,813,1,0,MacBook-Pro-de-Jose.local
1592058162350,805,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162387,814,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162421,827,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162460,848,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162497,859,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162549,854,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162583,860,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162623,884,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,13166,20,20,884,1,0,MacBook-Pro-de-Jose.local
1592058162653,879,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,true,,1185,20,20,879,1,0,MacBook-Pro-de-Jose.local
1592058162695,856,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,true,,1185,20,20,856,1,0,MacBook-Pro-de-Jose.local
1592058162760,823,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,1197,20,20,823,1,0,MacBook-Pro-de-Jose.local
1592058162826,797,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,1197,20,20,797,1,0,MacBook-Pro-de-Jose.local
1592058162850,815,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162883,820,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058162927,844,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,13154,20,20,844,1,0,MacBook-Pro-de-Jose.local
1592058162950,875,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,13154,20,20,875,1,0,MacBook-Pro-de-Jose.local
1592058162979,870,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,1185,20,20,870,1,0,MacBook-Pro-de-Jose.local
1592058163025,847,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,1185,20,20,847,1,0,MacBook-Pro-de-Jose.local
1592058163082,816,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163121,815,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163156,826,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163201,806,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163248,785,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163308,756,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163356,735,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163404,730,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163443,792,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,13247,20,20,792,1,0,MacBook-Pro-de-Jose.local
1592058163508,794,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1197,20,20,794,1,0,MacBook-Pro-de-Jose.local
1592058163532,820,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-19,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163551,848,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-20,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163584,855,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,1185,20,20,855,1,0,MacBook-Pro-de-Jose.local
1592058163623,838,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,1185,20,20,838,1,0,MacBook-Pro-de-Jose.local
1592058163665,819,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163703,843,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,13259,20,20,843,1,0,MacBook-Pro-de-Jose.local
1592058163771,809,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,1197,20,20,809,1,0,MacBook-Pro-de-Jose.local
1592058163825,801,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,1197,20,20,801,1,0,MacBook-Pro-de-Jose.local
1592058163849,821,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163872,842,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163898,897,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,13233,20,20,897,1,0,MacBook-Pro-de-Jose.local
1592058163937,884,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058163982,894,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,13246,20,20,894,1,0,MacBook-Pro-de-Jose.local
1592058164008,924,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,13246,20,20,924,1,0,MacBook-Pro-de-Jose.local
1592058164034,964,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,13246,20,20,964,1,0,MacBook-Pro-de-Jose.local
1592058164064,988,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,13246,20,20,988,1,0,MacBook-Pro-de-Jose.local
1592058164091,1018,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,13246,20,20,1018,1,0,MacBook-Pro-de-Jose.local
1592058164135,1037,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,13246,20,20,1037,1,0,MacBook-Pro-de-Jose.local
1592058164235,974,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1197,20,20,974,1,0,MacBook-Pro-de-Jose.local
1592058164303,953,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,1185,20,20,953,1,0,MacBook-Pro-de-Jose.local
1592058164352,944,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-19,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058164399,933,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-20,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058164439,950,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058164461,1015,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058164484,1066,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,13271,20,20,1066,1,0,MacBook-Pro-de-Jose.local
1592058164547,1038,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1197,20,20,1038,1,0,MacBook-Pro-de-Jose.local
1592058164581,1041,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,1185,20,20,1041,1,0,MacBook-Pro-de-Jose.local
1592058164626,1021,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,1185,20,20,1021,1,0,MacBook-Pro-de-Jose.local
1592058164670,1003,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058164714,987,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-13,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058164796,951,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-8,true,,1197,20,20,951,1,0,MacBook-Pro-de-Jose.local
1592058164825,992,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-5,true,,13247,20,20,992,1,0,MacBook-Pro-de-Jose.local
1592058164877,974,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-11,true,,1197,20,20,974,1,0,MacBook-Pro-de-Jose.local
1592058164933,964,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-12,true,,1197,20,20,964,1,0,MacBook-Pro-de-Jose.local
1592058164998,943,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-17,true,,1197,20,20,943,1,0,MacBook-Pro-de-Jose.local
1592058165053,946,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-18,true,,1197,20,20,946,1,0,MacBook-Pro-de-Jose.local
1592058165110,937,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-4,true,,1197,20,20,937,1,0,MacBook-Pro-de-Jose.local
1592058165172,923,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-3,true,,1197,20,20,923,1,0,MacBook-Pro-de-Jose.local
1592058165210,924,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-2,true,,1185,20,20,924,1,0,MacBook-Pro-de-Jose.local
1592058165257,914,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-1,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058165296,956,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,true,,13106,20,20,956,1,0,MacBook-Pro-de-Jose.local
1592058165332,975,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,true,,13106,20,20,975,1,0,MacBook-Pro-de-Jose.local
1592058165390,946,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-10,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058165478,886,DeleteIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-9,true,,511,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058165551,848,CreateIssueRedmine,201,Created,bzm - Concurrency Thread Group-ThreadStarter 1-6,true,,1197,20,20,848,1,0,MacBook-Pro-de-Jose.local
1592058165586,851,GetIssueRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,true,,1185,20,20,851,1,0,MacBook-Pro-de-Jose.local
1592058165623,855,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-15,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058165648,883,UpdateIssueRedmine,204,No Content,bzm - Concurrency Thread Group-ThreadStarter 1-16,true,,928,20,20,0,1,0,MacBook-Pro-de-Jose.local
1592058165675,926,GetListIssuesRedmine,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-14,true,,13134,20,20,926,1,0,MacBook-Pro-de-Jose.local
